episode_title,episode_author,link,author,Title
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,David Seabrook,All the Devils are Here
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Vladimir Nobokov,The Gift
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Vladimir Nobokov,Lectures on Russian Literature
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Martin Fitzgerald,Ruth and Martin's album club
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Sir Roy Strong,The Roy Strong Diaries
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Tom Baker,Who On Earth is Tom Baker?
Under The Volcano,Malcolm Lowry,https://www.backlisted.fm/episodes/48-malcolm-lowry-under-the-volcano,Andy Miller,The Year of Reading Dangerously
Under The Volcano,Malcolm Lowry,https://www.backlisted.fm/episodes/48-malcolm-lowry-under-the-volcano,Michael Jacobs,The Factory of Light
Under The Volcano,Malcolm Lowry,https://www.backlisted.fm/episodes/48-malcolm-lowry-under-the-volcano,Julian Pachico,The Lucky Ones
Under The Volcano,Malcolm Lowry,https://www.backlisted.fm/episodes/48-malcolm-lowry-under-the-volcano,Rosemary Tonks,The Bloater
Under The Volcano,Malcolm Lowry,https://www.backlisted.fm/episodes/48-malcolm-lowry-under-the-volcano,Malcolm Lowry,Under the Volcano
Under The Volcano,Malcolm Lowry,https://www.backlisted.fm/episodes/48-malcolm-lowry-under-the-volcano,Malcolm Lowry,Dark as the Grave Wherein my Friend is Laid
Under The Volcano,Malcolm Lowry,https://www.backlisted.fm/episodes/48-malcolm-lowry-under-the-volcano,James Joyce,Ulysses
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,Look At Me
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,Hotel du Lac
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,Latecomers
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,A Start in Life
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,Providence
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,Family and Friends
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,A Friend from England
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,Falling Slowly
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,A Closed Eye
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Anita Brookner,A Private View
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Andy Miller,The Year of Reading Dangerously
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Jimmy Webb,The Cake and the Rain
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Preti Taneja,We That Are Young
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Kamila Shamsie,Home Fire
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Jane Austin,Mansfield Park
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Georges Simenon,Red Lights
Look at Me,Anita Brookner,https://www.backlisted.fm/episodes/49-anita-brookner-look-at-me,Georgette Heyer,Arabella
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Tibor Fischer,Under the Frog
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Colson Whitehead,The Underground Railroad
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,George Saunders,Lincoln in the Bardo
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Andy Miller,The Year of Reading Dangerously
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Simon Garfield,Timekeepers
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Simon Garfield,A Notable Woman
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Simon Garfield,The Wrestling
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Simon Garfield,The Nation's Favourite
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,William Goldman,Adventures in the Screen Trade
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,William Goldman,Which Lie Did I Tell?
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,William Goldman,The Princess Bride
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Penny Pepper,First in the World Somewhere
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Julia Phillips,You'll Never Eat Lunch in This Town Again
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Jake Eberts,My Indecision is Final
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Steven Bach,Final Cut
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Rob Long,Conversations with My Agent (and Set
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Russel T Davis,The Writer's Story
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Peter Biskind,Easy Riders
Adventures in the Screen Trade,William Goldman,https://www.backlisted.fm/episodes/50-william-goldman-adventures-in-the-screen-trade,Peter Biskind,Raging Bulls
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Andy Miller,The Year of Reading Dangerously
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Mark Haddon,The Curious Incident of the Dog in the Night
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Sally Bayley,The Private Life of the Diary
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Sally Bayley,Girl with Dove
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Julianne Pachico,The Lucky Ones
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Dexter Petley,Love
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Dexter Petley,Madness
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Dexter Petley,Fishing
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Virginia Woolf,Flush
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Virginia Woolf,Jacob's Room
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Virginia Woolf,Mrs Dalloway
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Virginia Woolf,To the Lighthouse
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Virginia Woolf,The Waves
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Virginia Woolf,Orlando
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Virginia Woolf,A Room of One's Own
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,James Joyce,Ulysses
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,T. S. Eliot,The Waste Land
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,Jane Austen,Persuasion
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,John Carry,The Intellectuals and the Masses
Jacob's Room,Virginia Woolf,https://www.backlisted.fm/episodes/51-virginia-woolf-jacobs-room,E. M. Forster,Howards End
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Anthony Powell,Books Do Furnish a Room
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Michael Frayn,The Tin Men
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Andy Miller,The Year of Reading Dangerously
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Vivienne Rae,Ellis
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Danny Baker,Going on the turn
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Danny Baker,Going to Sea in a Sieve
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Danny Baker,Going Off Alarming
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Shirley Jackson,We Have Always Lived in the Castle
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Shirley Jackson,The Haunting of Hill House
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Shirley Jackson,The Lottery
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Shirley Jackson,NA
We Have Always Lived in the Castle,Shirley Jackson,https://www.backlisted.fm/episodes/52-shirley-jackson-we-have-always-lived-in-a-castle,Sylvia Townsend Warner,Lolly Willowes
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Jason Hazley and Joel Morris,Ladybird Books
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Andy Miller,The Year of Reading Dangerously
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,R. F. Delderfield,To Serve Them All My Days
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,R. F. Delderfield,God is an Englishman
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Jenny Colgan,Christmas at Little Beach Street Bakery
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Jenny Colgan,Doctor Who
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Jenny Colgan,Welcome to Rosie Hopkins Sweet Shop of Dreams
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,John Fowles,The French Lieutenant's Woman
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,H E Bates,Fair Stood the Wind for France
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,H E Bates,The Darling Buds of May
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,H E Bates,The Dreaming Suburb
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,H E Bates,The Avenue Goes to War
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Iris Murdoch,Under the Net
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Nevil Shute,Town Like Alice
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Patricia Lockwood,Priestdaddy
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,George Saunders,Lincoln in the Bardo
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Julianne Pachico,The Lucky Ones
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Craig Brown,Ma'am Darling
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Vladimir Nabokov,The Gift
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,James Hilton,Goodbye Mr Chips
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,D. J. Taylors,The Prose Factory
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,R. C. Sheriff,Fortnight in September
To Serve Them All My Days,R f Delderfield,https://www.backlisted.fm/episodes/53-r-f-delderfield-to-serve-them-all-my-days,Norman Collins,London Belongs to Me
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Andy Miller,The Year of Reading Dangerously
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Adelle Stripe,Black Teeth and a Brilliant Smile
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Ben Myers,Pig Iron
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Ben Myers,The Gallows Pole
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Ben Myers,These Darkening Days
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Ben Myers,Richard
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,Alma Cogan
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,On The Way to Work
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,Pocket Money
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,Somebody's Husband
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,Somebody's Son
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,Happy Like Murderers
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,Fullalove
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Gordon Burn,Born Yesterday
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Alan Titchmarsh,Mr MacGregor
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Kazuo Ishiguro,The Buried Giant
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Kazuo Ishiguro,Never Let Me Go
Alma Cogan,Gordon Burn,https://www.backlisted.fm/episodes/54-gordon-burn-alma-cogan,Norman Mailer,The Executioner's Song
